index,sentence,label
544,The sanctions will apparently prohibit the world’s dominant figure skating country from performing at the world championships in three weeks.,1
545,"New York City said it would end its main contact-tracing program for the coronavirus next month, in yet another sign that officials across the United States are shifting how they treat the threat of the coronavirus.",1
546,"Shortages of auto parts made in Ukraine are bringing assembly lines in Europe to a halt, a sign that the disruption to Europe’s economy from the Russian invasion could be greater than expected.",1
547,President Biden will call in his Tuesday night address for limits on potentially harmful interactions between children and social media platforms.,1
548,"The cutbacks, Western experts say, may spiral into rolling blackouts that could further cripple the beleaguered country.",1
549,President Biden will address the nation tonight in his first State of the Union address.,1
550,President Biden hopes to rally the nation in his first formal State of the Union address.,1
551,And the first votes of the 2022 midterm elections will be counted tonight.,1
552,"HOUSTON — Exxon Mobil said Tuesday that it would end its involvement in a large oil and natural gas project in Russia, becoming the latest Western oil company to announce that it is leaving the country after Russia invaded Ukraine.",1
553,Children will be allowed to shed their masks on Wednesday in some New York State day care and child care centers.,1
554,"The White House will unveil President Biden’s new coronavirus response strategy on Wednesday, a lengthy document intended to usher the nation into what some are calling a “new normal” — even as the possibility of another deadly variant looms.",1
555,"Kim Reynolds of Iowa used her speech to preview themes, including inflation and parental control of education, that are likely to be repeated by Republican candidates across the country as they seek to seize control of Congress in November.",1
556,"BEIJING — Organizers of the Beijing Winter Paralympics will allow athletes from Russia and Belarus to compete when the Games open this week, despite mounting pressure to exclude Russia and its teams from global sports as punishment for the country’s invasion of Ukraine.",1
557,"Jerome H. Powell, the Federal Reserve chair, told lawmakers on Wednesday that the central bank is poised to lift interest rates at its meeting this month as it tries to cool down high inflation — saying that while Russia’s invasion of Ukraine is ramping up economic uncertainty, it isn’t yet shaking the Fed off its course.",1
558,One member of the jury that convicted Ghislaine Maxwell last year may be forced to testify about whether he intentionally misled the court during the jury selection process — a key question in Ms. Maxwell’s effort to get a new trial.,1
559,"The Shubert Organization, which is Broadway’s biggest landlord, will rename one of its 17 theaters after the actor James Earl Jones, fulfilling a promise made when Black artists pressed for greater recognition in the wake of the 2020 protests against societal racism.",1
560,Four U.S. senators want Treasury Secretary Janet L. Yellen to explain how her department plans to get cryptocurrency companies and other digital-asset middlemen to do their part in enforcing economic sanctions against Russia.,1
561,"With the bang of a gavel made of recycled plastic and a standing ovation, representatives of 175 nations agreed on Wednesday to begin writing a global treaty that would restrict the explosive growth of plastic pollution.",1
562,"Players’ official measurements in drills like the 40-yard dash, vertical jump and bench press help determine how high they will be drafted in April.",1
